epoch,train_loss,val_loss,val_f1,val_precision,val_recall,val_roc_auc,elapsed_s
83,0.178736,0.170263,0.932809,0.971045,0.897471,0.983996,262503.8
84,0.178855,0.176521,0.932672,0.984023,0.886414,0.984252,263910.9
85,0.179374,0.171822,0.93178,0.972174,0.894608,0.984148,265320.6
86,0.177281,0.179174,0.93225,0.987286,0.883026,0.984182,266727.2
87,0.177464,0.17409,0.933517,0.981046,0.89038,0.984002,268134.0
88,0.177545,0.169234,0.9317,0.96849,0.897602,0.984391,269539.9
89,0.177293,0.176289,0.932202,0.982428,0.886861,0.984026,270948.8
90,0.17575,0.175252,0.933497,0.982249,0.889356,0.983895,272355.2
91,0.176693,0.184057,0.931081,0.989913,0.878851,0.98425,273761.5
92,0.176667,0.176285,0.932468,0.982859,0.886992,0.984151,275165.5
93,0.177746,0.167892,0.934124,0.975636,0.896,0.98491,276572.1
94,0.177452,0.170015,0.932335,0.971772,0.895974,0.984476,277977.9
95,0.173692,0.178844,0.93261,0.986323,0.884445,0.983756,279384.8
96,0.176813,0.178877,0.931846,0.986216,0.883158,0.984364,280791.9
97,0.17439,0.170177,0.934141,0.979153,0.893085,0.984717,282198.5
98,0.175454,0.178529,0.931646,0.98544,0.88342,0.984291,283603.3
99,0.17522,0.174039,0.933239,0.98506,0.886598,0.984774,285008.3
100,0.174622,0.17252,0.933269,0.980786,0.890144,0.984506,286413.4
101,0.175734,0.177622,0.932608,0.98658,0.884235,0.984678,287821.2
102,0.173127,0.172107,0.933974,0.982153,0.890301,0.984769,289225.8
103,0.172883,0.167256,0.935336,0.979727,0.894792,0.985366,290631.4
104,0.171534,0.169605,0.935216,0.983429,0.891509,0.985394,292040.8
105,0.17098,0.169807,0.935031,0.983339,0.891247,0.985255,293446.9
106,0.171694,0.167782,0.935139,0.980274,0.893978,0.98534,294853.3
107,0.172719,0.165101,0.935765,0.978284,0.896788,0.9856,296260.4
108,0.171946,0.168136,0.93518,0.982615,0.892113,0.985599,297664.8
109,0.172811,0.178951,0.932371,0.989302,0.881635,0.984911,299071.2
110,0.173384,0.166429,0.936072,0.982199,0.894083,0.985723,300479.3
111,0.172439,0.170075,0.935089,0.985652,0.889461,0.985415,301886.4
112,0.169855,0.170412,0.934581,0.98324,0.890511,0.985342,303292.1
113,0.171027,0.170209,0.93447,0.983826,0.889829,0.985377,304698.6
114,0.17196,0.170118,0.934796,0.984937,0.889513,0.985577,306106.5
115,0.170319,0.175191,0.933285,0.986626,0.885416,0.98505,307511.1
116,0.170609,0.163913,0.936174,0.977151,0.898495,0.985669,308918.7
117,0.170431,0.169532,0.934768,0.984456,0.889855,0.98551,310324.8
118,0.170686,0.170537,0.935221,0.984498,0.890643,0.985394,311728.5
119,0.170316,0.168607,0.935207,0.982644,0.89214,0.985351,313134.4
120,0.171227,0.163444,0.935161,0.975876,0.897707,0.985877,314538.3
121,0.17045,0.174458,0.934037,0.987588,0.885994,0.985406,315947.0
122,0.170833,0.169109,0.935609,0.985582,0.890459,0.985712,317355.6
123,0.170925,0.163116,0.93582,0.975173,0.899519,0.985866,318765.4
124,0.171025,0.165643,0.935781,0.981242,0.894346,0.985996,320173.2
125,0.169395,0.166007,0.936352,0.983102,0.893847,0.986032,321577.0
126,0.16908,0.167024,0.935992,0.983707,0.892691,0.985677,322982.8
127,0.169507,0.164936,0.936512,0.981964,0.895081,0.985887,324391.3
128,0.168862,0.164938,0.936501,0.981908,0.895107,0.986007,325796.6
129,0.171153,0.165041,0.936321,0.981734,0.894923,0.986077,327202.7
130,0.168753,0.163604,0.936655,0.980388,0.896657,0.985967,328603.8
131,0.1681,0.169716,0.935496,0.986202,0.88975,0.985863,330007.1
132,0.171379,0.161984,0.936851,0.977974,0.899047,0.986103,331413.7
133,0.168507,0.166581,0.936135,0.983992,0.892717,0.986123,332819.2
134,0.168808,0.167091,0.935948,0.98393,0.892429,0.985997,334228.9
135,0.169136,0.162333,0.936962,0.979214,0.898206,0.98608,335635.3
136,0.168757,0.167831,0.935893,0.9848,0.891614,0.985748,337043.2
137,0.168175,0.164327,0.9369,0.981366,0.896289,0.986111,338446.2
138,0.168003,0.161968,0.937096,0.978478,0.899073,0.986127,339853.1
139,0.167944,0.168717,0.935486,0.985664,0.89017,0.985744,341257.2
140,0.167123,0.166431,0.936276,0.984081,0.892901,0.986021,342664.3
141,0.169448,0.164938,0.936732,0.982417,0.895107,0.986042,344074.3
142,0.169802,0.161313,0.937459,0.979207,0.899125,0.986403,345480.5
143,0.168698,0.167012,0.936134,0.98588,0.891168,0.986113,346885.9
144,0.167274,0.165683,0.93614,0.983207,0.893374,0.986132,348293.2
145,0.168547,0.16532,0.936081,0.981364,0.894792,0.986109,349698.1
146,0.167632,0.16686,0.936335,0.984785,0.892429,0.986153,351106.9
147,0.166139,0.166315,0.936409,0.984309,0.892954,0.986062,352513.1
148,0.170541,0.166984,0.936222,0.985176,0.891903,0.986032,353918.0
149,0.167426,0.16516,0.936604,0.982831,0.89453,0.98611,355322.5
150,0.169888,0.164342,0.936934,0.983401,0.894661,0.986233,356729.2
