epoch,train_loss,val_loss,val_f1,val_precision,val_recall,val_roc_auc,elapsed_s
32,0.320044,0.322146,0.90649,0.95593,0.861911,0.974473,95678.4
33,0.318728,0.327834,0.9059,0.960125,0.857473,0.973786,98686.1
34,0.315031,0.295975,0.89398,0.896412,0.891562,0.975909,101699.2
35,0.314702,0.296738,0.907974,0.936203,0.881398,0.97599,104711.0
36,0.311883,0.331683,0.908391,0.97659,0.849095,0.975155,107720.7
37,0.309786,0.318117,0.911904,0.970482,0.859994,0.976478,110735.3
38,0.309293,0.300432,0.916534,0.966286,0.871655,0.977074,113746.3
39,0.307525,0.281824,0.896037,0.893359,0.898732,0.977988,116758.6
40,0.305387,0.307748,0.914856,0.967935,0.867295,0.976635,119772.1
41,0.303817,0.294784,0.902025,0.918591,0.886047,0.97627,122787.2
42,0.302068,0.294676,0.906763,0.932309,0.88258,0.976573,125798.7
43,0.301022,0.284198,0.859482,0.808827,0.916905,0.977876,128812.7
44,0.300609,0.286444,0.916673,0.954121,0.882055,0.977924,131828.5
45,0.298349,0.28989,0.917266,0.956548,0.881083,0.977599,134839.4
46,0.296981,0.278663,0.904215,0.912855,0.895738,0.978215,137851.8
47,0.295651,0.27928,0.917459,0.953309,0.884208,0.979138,140862.8
48,0.295277,0.285912,0.919294,0.962693,0.879639,0.978555,143877.1
49,0.293111,0.300126,0.919408,0.975625,0.869317,0.978658,146890.4
50,0.29126,0.297579,0.918411,0.965215,0.875936,0.978034,149903.0
51,0.290509,0.287847,0.92151,0.965101,0.881687,0.978526,152913.7
52,0.289529,0.280648,0.907734,0.928318,0.888043,0.978492,155927.6
53,0.289177,0.288589,0.921221,0.96945,0.877564,0.979006,158938.0
54,0.28717,0.278032,0.922708,0.964058,0.88476,0.979553,161949.4
55,0.287418,0.269088,0.903,0.905576,0.900439,0.979442,164959.8
56,0.28503,0.274621,0.917205,0.947631,0.888673,0.979851,167971.1
57,0.284996,0.264444,0.91521,0.934889,0.896342,0.98077,170982.9
58,0.283048,0.271924,0.91345,0.937079,0.890984,0.979927,173997.4
59,0.283008,0.284504,0.911521,0.939982,0.884734,0.978479,177008.7
60,0.280824,0.261576,0.913227,0.928816,0.898154,0.981232,180020.5
61,0.28105,0.264403,0.912799,0.926058,0.899913,0.980312,183036.3
62,0.279904,0.267793,0.920646,0.953825,0.889697,0.980788,186050.5
63,0.263216,0.260536,0.926238,0.961795,0.893216,0.981628,189063.8
64,0.262109,0.270786,0.929472,0.980136,0.883788,0.982242,192078.9
65,0.260742,0.253822,0.925124,0.952642,0.899152,0.981903,195091.4
66,0.260604,0.25685,0.927213,0.962497,0.894424,0.982742,198107.4
67,0.26001,0.2424,0.920041,0.929159,0.911101,0.983084,201120.1
68,0.26047,0.253186,0.928007,0.963844,0.89474,0.983341,204135.6
69,0.259016,0.247463,0.925563,0.953012,0.899651,0.983245,207149.9
70,0.258087,0.2616,0.931691,0.977528,0.88996,0.982486,210162.1
71,0.257894,0.251441,0.924948,0.955948,0.895895,0.983283,213173.9
72,0.25669,0.25458,0.927192,0.960454,0.896158,0.98303,216186.3
73,0.256926,0.252741,0.924457,0.952201,0.898285,0.982644,219202.8
74,0.256119,0.24457,0.930493,0.961068,0.901804,0.983757,222214.2
75,0.256225,0.250465,0.890572,0.865592,0.917037,0.982787,225225.9
76,0.254984,0.256883,0.930993,0.975678,0.890222,0.984011,228241.7
77,0.254525,0.247697,0.926342,0.955732,0.898705,0.983609,231251.7
78,0.254408,0.237369,0.921807,0.930113,0.913649,0.984007,234266.9
79,0.244885,0.241337,0.929993,0.961134,0.900806,0.984636,237283.6
80,0.243917,0.256403,0.932397,0.981705,0.887806,0.984464,240294.5
81,0.243429,0.234214,0.925554,0.942186,0.909499,0.9848,243308.1
82,0.242981,0.237404,0.93129,0.960921,0.903433,0.985087,246328.3
83,0.242145,0.260025,0.930453,0.978584,0.886835,0.984034,250627.8
84,0.242183,0.254882,0.932061,0.978374,0.889934,0.984938,255157.0
85,0.241723,0.25521,0.93079,0.976274,0.889356,0.984656,259686.0
86,0.240859,0.2456,0.932355,0.970213,0.89734,0.984901,264206.6
87,0.242103,0.272854,0.929479,0.983467,0.881109,0.984338,268733.3
88,0.240778,0.228219,0.921681,0.928311,0.915146,0.985485,273258.8
89,0.235675,0.233043,0.93482,0.968919,0.903039,0.986077,277785.9
90,0.235058,0.231121,0.93469,0.964179,0.906952,0.985834,282321.7
91,0.234662,0.233255,0.934635,0.968643,0.902934,0.985958,286849.7
92,0.234215,0.226223,0.932841,0.957704,0.909237,0.986491,291384.2
93,0.233908,0.236164,0.932535,0.964684,0.902461,0.985752,295916.2
94,0.234449,0.223334,0.931788,0.950947,0.913386,0.98631,300440.4
95,0.233995,0.24809,0.934228,0.97985,0.892665,0.986214,304969.9
96,0.23381,0.226003,0.932207,0.95666,0.908974,0.98649,309499.5
97,0.232841,0.232069,0.933252,0.96421,0.90422,0.986014,314034.8
98,0.230639,0.22519,0.93452,0.960547,0.909867,0.986421,318565.8
99,0.230194,0.241938,0.934896,0.978137,0.895317,0.986483,323089.3
100,0.229112,0.233634,0.935681,0.973489,0.900701,0.986525,327613.6
101,0.230037,0.224135,0.934832,0.962735,0.908501,0.986951,332142.0
102,0.229702,0.239,0.935757,0.97705,0.897812,0.986567,336671.7
103,0.229254,0.236917,0.934491,0.972968,0.898942,0.986623,341223.2
104,0.229311,0.234318,0.934957,0.972319,0.90036,0.986737,345458.8
105,0.229211,0.227013,0.935068,0.966953,0.905218,0.986919,349709.4
106,0.229754,0.223552,0.934343,0.959355,0.910602,0.986796,353948.7
107,0.228684,0.224256,0.935175,0.962579,0.909289,0.986841,358195.2
108,0.228703,0.224595,0.935585,0.964866,0.908028,0.986849,362446.5
109,0.227207,0.226953,0.935919,0.969197,0.904851,0.987038,366684.5
110,0.227099,0.235539,0.936435,0.976944,0.899152,0.986891,370928.9
111,0.226741,0.232354,0.936272,0.974032,0.901332,0.986858,375178.8
112,0.227328,0.225867,0.93619,0.966631,0.907608,0.986932,379413.8
113,0.226915,0.226767,0.935867,0.968453,0.905402,0.987007,383657.5
114,0.226644,0.227042,0.935982,0.968249,0.905796,0.987091,387898.8
115,0.227465,0.227468,0.936433,0.97021,0.904929,0.98704,392143.5
116,0.226314,0.232446,0.93624,0.97341,0.901804,0.986814,396391.0
117,0.226618,0.225877,0.935216,0.965834,0.906479,0.986968,400636.6
118,0.227205,0.226428,0.936283,0.968743,0.905927,0.987086,404882.1
119,0.225597,0.227385,0.936843,0.970606,0.90535,0.987064,409130.4
120,0.225318,0.229543,0.936178,0.971448,0.90338,0.986964,413375.2
121,0.225241,0.229267,0.936003,0.971465,0.903039,0.987075,417627.9
122,0.226449,0.227152,0.936529,0.970295,0.905035,0.987138,421871.8
123,0.225283,0.225892,0.936457,0.968965,0.906059,0.987156,426124.9
124,0.225634,0.225467,0.936475,0.968464,0.906532,0.987053,430367.2
125,0.2255,0.2241,0.936015,0.965573,0.908212,0.987123,434608.1
126,0.22513,0.229499,0.937348,0.974275,0.903117,0.987248,438850.4
127,0.22547,0.226962,0.936983,0.971119,0.905166,0.987196,443096.8
128,0.225451,0.228466,0.936796,0.972231,0.903853,0.987166,447344.3
129,0.224885,0.229379,0.937092,0.973051,0.903695,0.987105,451591.8
130,0.225371,0.220186,0.93542,0.960692,0.911443,0.987248,455838.4
131,0.225458,0.223232,0.935987,0.964685,0.908948,0.987125,460088.9
132,0.225549,0.225058,0.936611,0.969265,0.906085,0.987265,464330.9
133,0.225074,0.231985,0.935965,0.972938,0.901699,0.986878,468574.4
134,0.225531,0.227947,0.936589,0.971604,0.90401,0.987143,472821.0
135,0.22493,0.233305,0.936861,0.976663,0.900176,0.987086,477064.7
136,0.22467,0.228025,0.937035,0.972351,0.904194,0.987233,481309.7
137,0.225266,0.227618,0.937116,0.972221,0.904457,0.987268,485558.1
138,0.225087,0.227473,0.93691,0.971355,0.904824,0.987153,489801.6
139,0.224081,0.227921,0.93678,0.971802,0.904194,0.987214,494051.5
140,0.224137,0.228313,0.936681,0.971529,0.904247,0.987168,498291.8
141,0.224517,0.224426,0.936726,0.968163,0.907267,0.987263,502536.1
142,0.224691,0.228114,0.936941,0.971998,0.904325,0.98717,506780.0
143,0.22447,0.226578,0.936828,0.970392,0.905507,0.987231,511028.4
144,0.224903,0.227561,0.936903,0.971462,0.904719,0.987207,515272.2
145,0.224608,0.228756,0.936924,0.97272,0.903669,0.987157,519521.8
146,0.225108,0.228272,0.936905,0.972344,0.903958,0.987213,523771.8
147,0.224531,0.226881,0.936607,0.970433,0.905061,0.98717,528023.4
148,0.224126,0.228145,0.936998,0.972242,0.90422,0.987195,532269.5
149,0.224748,0.227063,0.937095,0.971419,0.905113,0.98724,536516.8
150,0.224386,0.225701,0.936995,0.969818,0.906321,0.987271,540758.7
151,0.224391,0.226497,0.937093,0.970992,0.905481,0.987279,544999.9
